Age,Income,Credit_Score,Loan_Amount,Approved
47,129620,512,646796,0
37,29436,527,639612,0
62,187799,540,703940,0
42,44417,343,221606,0
64,127388,458,49762,0
48,191033,660,153844,1
64,35068,379,377253,0
27,28371,764,831911,0
49,188510,821,865887,1
62,82040,546,397161,0
34,123042,822,611938,1
23,94076,740,420697,1
44,19019,510,919410,0
23,92880,440,245216,0
31,133348,428,258577,0
50,38262,643,754549,0
59,192214,437,281718,0
25,191437,521,958995,0
62,101157,720,207028,1
54,176725,378,308782,0
41,31011,825,577747,1
63,10915,489,198958,0
63,40193,575,368932,0
62,33578,766,105211,1
65,74226,628,334938,0
62,165835,537,352224,0
30,165930,500,807099,0
47,154447,474,405144,0
48,144406,399,676355,0
40,93312,428,911835,0
21,13765,507,177921,0
50,55551,804,323516,1
47,173278,458,198978,0
26,28662,825,552363,0
38,96261,397,174655,0
28,20979,630,613334,0
55,126525,605,392176,0
54,81094,714,356941,1
25,66108,375,883027,0
51,146181,409,190346,0
50,74023,739,943928,1
32,101831,571,589660,0
49,70074,617,853685,0
27,139365,626,107151,0
36,52269,306,850723,0
26,190235,393,872946,0
55,135044,355,167975,0
56,134123,421,898428,0
37,173372,304,604176,0
34,84830,590,103920,0
48,194016,520,975027,0
53,162787,541,515197,0
31,39280,300,250519,0
35,108309,310,714224,0
27,139162,536,22008,0
56,147044,452,861357,0
32,137502,579,505884,0
29,188219,625,27457,0
51,137125,604,297952,0
48,191073,374,44629,0
29,162470,831,585944,1
47,68436,529,815320,0
63,58866,470,927487,0
56,149917,431,311953,0
27,197635,522,575067,0
47,168712,327,510248,0
51,65982,849,282287,1
33,147192,345,917013,0
58,47327,474,818155,0
36,13375,578,573073,0
60,145747,786,382109,1
24,158579,751,277616,1
21,179026,321,97992,0
32,109662,706,164929,1
53,78601,448,205016,0
40,68192,660,166550,1
39,99607,732,659452,1
21,54753,587,489193,0
42,94099,412,681402,0
64,42744,759,228801,1
60,93634,618,88789,0
47,161394,459,221949,0
43,105268,686,683266,1
52,131141,608,744589,0
35,92712,320,250018,0
23,42052,651,452734,1
21,67953,388,922444,0
38,50541,469,242794,0
29,46375,702,150901,1
58,124452,768,950192,1
57,62421,317,31057,0
65,19784,431,551696,0
22,137877,337,308613,0
53,102795,510,730571,0
43,171970,611,996715,0
40,26179,503,389400,0
59,107745,504,785032,0
24,196137,388,960522,0
61,165112,560,576583,0
42,108691,736,305365,1
43,40351,663,899659,1
23,113790,537,966950,0
43,142025,407,605145,0
46,102125,693,868411,1
24,197304,311,752403,0
32,160914,593,606199,0
47,194479,372,226809,0
47,169538,614,77258,0
61,82551,717,303898,1
34,62033,352,652047,0
63,106292,845,305058,1
29,74962,817,883126,1
44,87394,344,220764,0
25,142006,566,485474,0
44,39668,741,579873,1
43,13920,605,185479,0
25,142432,766,693481,1
42,135033,330,450059,0
28,108469,631,556887,0
52,59160,416,409653,0
56,72100,709,759607,1
22,153629,683,759598,1
39,107942,585,614418,0
42,179236,567,746439,0
48,179543,536,566632,0
35,54223,566,497016,0
49,108204,325,807297,0
37,124216,831,816094,1
22,177384,582,864832,0
34,158015,452,316280,0
39,45825,417,117643,0
29,197177,336,136594,0
57,156653,382,481406,0
61,135471,797,463937,1
22,106548,311,749811,0
35,185414,470,236263,0
24,97686,338,842661,0
35,157806,579,272631,0
62,94010,835,929190,1
42,19622,520,722788,0
24,44818,581,850513,0
24,77912,596,235163,0
58,168047,503,61675,0
27,187718,697,171664,1
62,165063,371,150452,0
44,100203,816,963072,1
45,131453,455,495033,0
48,48764,825,868878,1
22,184733,439,505204,0
59,103424,343,677452,0
44,178026,502,500833,0
26,61228,344,233545,0
25,146708,530,392158,0
22,139282,792,362107,1
45,67272,739,401287,1
61,151105,823,676625,1
58,25597,376,881369,0
24,36480,647,597556,0
52,161765,680,603655,1
42,81355,597,17682,0
65,192763,832,311693,1
62,127523,796,601707,1
33,116764,784,263000,1
64,94668,457,917900,0
22,113901,630,136878,0
36,130190,400,530550,0
31,174789,386,311515,0
58,133207,413,132609,0
22,117626,405,745102,0
45,75902,578,881071,0
37,166866,642,394612,0
51,141536,590,814137,0
65,69217,647,384147,0
40,60770,651,936118,1
60,147166,493,58628,0
40,199569,778,388207,1
64,134011,417,511570,0
51,76728,358,844902,0
30,189375,764,788687,1
22,16716,408,545180,0
65,51709,732,884913,1
61,21712,526,593050,0
26,40674,820,929196,1
29,168800,713,992072,1
41,24687,472,82276,0
65,60212,827,730618,1
33,72149,618,583407,0
56,62775,815,652021,1
44,84270,635,673371,0
41,29482,589,430464,0
39,148119,471,799686,0
30,156866,663,830856,1
28,178650,800,353835,1
45,79786,848,307403,1
60,99766,351,274877,0
53,60538,499,266704,0
41,61520,653,444907,1
52,146499,777,475805,1
62,28991,718,369401,0
29,179115,554,20458,0
26,41654,311,368251,0
46,157396,766,476537,1
50,126494,484,264052,0
25,31522,406,636025,0
46,130912,311,578233,0
65,163282,788,781412,1
30,135019,755,766777,1
40,94321,725,24576,1
61,107764,786,943171,1
48,39492,516,902361,0
25,156446,765,983986,1
65,15514,642,892420,0
46,116943,439,480387,0
65,98269,683,364295,1
22,171053,586,729330,0
48,145220,324,715919,0
53,147674,584,633816,0
56,27096,794,272654,0
37,141858,849,110292,1
23,44687,538,894839,0
51,54892,551,331779,0
40,135237,749,820429,1
33,120483,383,869905,0
57,17266,320,630846,0
41,103256,771,257571,1
48,198689,632,820136,0
51,70449,664,103916,1
31,159724,620,432582,0
59,118529,814,995981,1
64,10139,345,734167,0
38,114029,354,985419,0
45,54738,543,569666,0
23,165460,315,20729,0
24,167692,503,638436,0
49,118430,319,623031,0
39,165769,456,584111,0
57,15013,551,945794,0
26,129327,580,653622,0
59,83243,440,650306,0
65,168424,688,983134,1
43,171186,321,795160,0
47,129378,619,965511,0
53,140691,688,335853,1
51,45245,391,579739,0
63,59537,366,563669,0
61,109380,633,966013,0
41,128193,539,711981,0
35,93077,428,767680,0
23,173769,776,856381,1
53,158234,752,226544,1
62,155850,849,244136,1
48,68360,681,246266,1
49,93533,325,929938,0
29,190591,494,600525,0
64,46134,829,424308,1
42,33691,402,921227,0
51,115273,664,179020,1
30,53688,650,62169,0
54,132133,384,487790,0
36,127490,621,413521,0
26,162680,338,61695,0
37,166630,329,203236,0
45,19574,656,232695,0
31,111392,384,648053,0
21,185832,536,659551,0
30,106824,732,159920,1
49,85778,522,453204,0
59,61197,312,239618,0
36,106401,559,117884,0
42,126423,418,293850,0
53,81225,366,585222,0
58,177196,405,746675,0
37,186563,651,457561,1
38,183225,457,335833,0
48,56998,511,193616,0
26,66477,439,39664,0
43,147032,500,966498,0
48,73430,812,759224,1
21,130648,444,253759,0
56,77929,436,862036,0
50,95993,561,463830,0
57,178175,789,125855,1
61,95229,672,141034,1
29,92642,594,136930,0
58,20464,633,16224,0
54,40264,494,176312,0
49,150885,715,429004,1
43,169005,558,850871,0
54,25867,709,269893,0
41,40297,421,801783,0
41,37268,849,452407,1
46,116794,308,86471,0
44,18837,712,502245,0
54,150339,451,564666,0
63,170077,636,257877,0
62,35319,843,397060,1
34,191024,529,326684,0
46,119869,493,553225,0
50,47207,596,660321,0
65,114512,516,397845,0
60,98619,696,49563,1
49,23529,850,753277,0
56,141786,475,817630,0
48,158369,334,558964,0
32,119088,320,702834,0
27,182723,742,585768,1
48,127853,338,742495,0
24,199511,752,666028,1
44,75776,592,452243,0
23,10064,756,307630,0
62,194351,798,339357,1
31,60131,832,11122,1
21,198236,519,608142,0
29,114469,357,328383,0
24,50235,551,430335,0
32,21693,537,281619,0
54,126064,513,548797,0
36,156615,314,234264,0
39,45064,373,112088,0
53,127768,309,587147,0
37,134806,378,784534,0
65,103392,640,332375,0
52,155135,828,786812,1
49,113834,650,757507,0
57,18010,777,462648,0
49,117513,783,279516,1
25,170740,571,198166,0
44,49284,803,795732,1
38,113521,499,253818,0
62,185951,450,353450,0
48,87490,785,726465,1
52,73190,801,683318,1
44,47581,816,740582,1
29,185752,689,961993,1
21,70942,668,225935,1
41,135632,587,484754,0
24,67336,712,765772,1
65,151284,648,93545,0
60,39075,434,328912,0
31,10714,388,819797,0
23,157846,398,525284,0
44,27450,848,908233,0
62,134749,356,319969,0
62,161555,599,247296,0
48,127310,417,688391,0
30,145364,518,198331,0
51,181153,621,676152,0
23,90803,567,475066,0
62,38521,690,547510,1
54,29909,649,847674,0
34,60459,806,213055,1
26,63042,383,660183,0
51,114331,324,836651,0
29,82367,394,704621,0
51,72056,642,357291,0
63,139521,454,467782,0
64,53732,581,782164,0
37,64639,611,159808,0
54,24347,702,579641,0
39,17299,600,737911,0
27,160533,765,984450,1
65,78642,721,162393,1
33,108266,648,226069,0
53,153245,657,415213,1
39,140129,344,950793,0
54,192577,403,91704,0
38,130015,495,223363,0
45,199980,817,715570,1
33,128318,570,781625,0
57,149220,391,532714,0
31,88813,582,367094,0
55,22553,607,751495,0
21,32126,580,415506,0
49,184717,305,986607,0
58,22589,534,995226,0
57,145815,783,941642,1
37,60194,303,543130,0
53,185710,648,529326,0
40,136236,599,497077,0
29,49280,331,913070,0
48,57516,533,111493,0
65,192120,764,750924,1
27,14859,342,6098,0
43,57060,699,918706,1
34,109813,520,452753,0
36,37366,364,528290,0
21,127824,341,949204,0
56,103882,364,273889,0
65,158528,537,616206,0
60,20200,382,267674,0
43,191241,397,395202,0
57,153408,303,790799,0
48,100690,308,530922,0
39,44690,511,131650,0
65,167663,632,247410,0
34,110809,383,351621,0
62,188818,600,441741,0
38,165791,375,414465,0
31,93957,740,178586,1
33,107648,739,466998,1
22,49290,731,236156,1
57,95280,535,115951,0
23,37668,492,266090,0
60,11439,827,443779,0
53,31576,636,553367,0
38,74131,766,230014,1
23,57030,766,123795,1
61,198438,586,963558,0
44,90576,601,456470,0
32,182092,591,907568,0
50,140215,778,148544,1
64,156780,716,172075,1
28,12373,645,492256,0
36,134546,742,881983,1
40,117708,839,326941,1
59,67428,760,128566,1
33,129815,642,225376,0
33,86994,407,176440,0
48,123624,673,367582,1
22,150596,813,843284,1
36,185614,847,225785,1
23,65729,387,268869,0
46,136832,733,252069,1
56,50424,412,555132,0
56,140245,635,47193,0
53,115067,733,66443,1
46,165805,732,136393,1
27,108430,597,555427,0
31,102307,601,591426,0
43,155169,564,459605,0
35,71031,807,100105,1
48,96601,550,996385,0
26,198647,567,929695,0
53,92255,379,684065,0
50,124013,727,988580,1
25,93424,339,765896,0
37,128546,707,381270,1
27,69580,570,902360,0
56,123695,844,824376,1
64,193961,651,23312,1
42,122525,555,28168,0
47,46939,804,558969,1
56,82422,409,412568,0
44,120561,598,673808,0
62,93630,405,243148,0
49,10916,727,782706,0
25,31053,349,526851,0
62,17820,633,631708,0
53,26417,424,452744,0
37,158798,579,673956,0
21,60398,523,211138,0
50,90250,600,866239,0
45,199915,377,80799,0
40,194606,712,26913,1
56,60976,643,602345,0
49,142776,309,922575,0
50,74329,530,610411,0
33,74969,316,723750,0
25,158560,409,23473,0
62,135323,793,91411,1
33,129996,827,662587,1
43,64783,717,503137,1
65,81633,362,606634,0
60,186786,814,69800,1
33,34123,711,814499,1
39,100613,734,960278,1
39,22061,712,274073,0
47,141664,330,972644,0
43,53638,365,999880,0
57,190717,662,162531,1
50,180520,489,945729,0
32,72694,594,330025,0
65,72735,498,847815,0
49,108375,563,867952,0
48,29156,535,567634,0
47,166057,803,303057,1
55,138317,530,387127,0
41,38244,680,823414,1
29,148032,565,710268,0
57,167058,803,737940,1
46,25051,622,200511,0
51,97586,559,879058,0
30,150195,511,910549,0
37,156330,468,761949,0
27,175445,482,752842,0
64,60862,523,850205,0
33,31927,711,898707,1
64,179934,764,61102,1
22,63242,350,468742,0
50,92716,304,759319,0
61,154766,602,761069,0
59,93090,346,212519,0
42,65878,607,813928,0
34,196595,582,437185,0
54,148413,408,362550,0
54,45508,676,457288,1
58,108236,614,643395,0
24,185249,523,784077,0
53,105710,708,701355,1
50,28010,823,916274,0
41,39366,780,106998,1
28,13082,717,380528,0
59,190431,726,868904,1
55,19928,795,870384,0
25,122603,750,472681,1
56,72619,348,901681,0
52,44771,627,122448,0
50,15919,666,314655,0
61,76786,744,416454,1
44,182644,477,671790,0
24,49056,355,858264,0
47,96227,358,192201,0
23,147218,832,396889,1
34,43607,340,602350,0
58,71654,734,861012,1
52,193952,800,306651,1
58,117523,643,452846,0
32,175276,643,829843,0
44,10289,643,759556,0
49,197168,413,211030,0
37,23099,525,764255,0
33,166318,654,391994,1
64,90066,632,711124,0
56,25231,751,655075,0
31,153318,594,589095,0
59,90656,830,386058,1
31,87875,630,354148,0
65,72644,606,795708,0
45,175334,328,823601,0
58,64573,426,441568,0
33,105400,664,40279,1
37,43574,723,224545,1
65,197689,752,909694,1
32,151901,444,215722,0
37,197051,640,331189,0
57,83654,560,512303,0
26,13725,661,958160,0
29,113576,461,639553,0
59,143851,653,36122,1
42,71198,844,591967,1
39,36473,353,564214,0
42,19077,759,595120,0
32,77727,597,947855,0
52,139732,796,100777,1
50,15664,344,330824,0
46,96873,794,56826,1
48,102104,369,942252,0
42,153279,719,666056,1
45,106387,724,139715,1
42,140633,360,880787,0
26,182653,639,330413,0
53,51001,762,506182,1
27,199409,574,617211,0
44,197322,774,652932,1
29,137429,395,448561,0
63,14495,478,944227,0
31,34654,690,901826,1
57,151613,821,980366,1
57,28188,847,382998,0
56,160384,482,356737,0
29,127673,475,697311,0
60,197506,700,157492,1
65,157819,397,965750,0
40,151865,551,199146,0
36,130139,331,406779,0
46,71051,545,225667,0
28,53826,367,948949,0
58,144867,685,227529,1
53,96201,329,263198,0
53,144722,759,766738,1
56,41368,678,874465,1
58,51832,744,290720,1
53,85361,347,853018,0
51,199764,734,396120,1
35,98000,648,641349,0
50,55209,375,401201,0
33,151175,743,659184,1
56,115131,816,312882,1
54,119507,584,663389,0
26,57893,571,197627,0
36,58736,515,343544,0
46,18083,549,120708,0
32,27141,794,695784,0
37,52352,534,461455,0
44,124531,574,682069,0
28,51116,634,775612,0
33,37566,813,894654,1
24,28599,452,30374,0
62,66742,312,584493,0
25,46692,845,104353,1
64,86325,790,248493,1
60,90449,817,882978,1
40,101235,432,393204,0
34,65839,480,824903,0
57,78465,597,660915,0
41,61281,702,949078,1
35,33384,308,987423,0
22,39243,422,195538,0
48,125402,444,365222,0
53,136575,602,342183,0
56,114925,797,459104,1
24,39899,564,182824,0
53,79884,610,842786,0
29,64547,724,382776,1
28,177061,666,243025,1
38,129579,667,9741,1
29,87325,748,904964,1
63,107438,612,514653,0
54,40985,812,427842,1
27,81240,320,432432,0
63,51425,794,702049,1
22,166862,401,198413,0
29,80095,439,617983,0
52,114443,323,836349,0
57,102485,657,195132,1
32,91270,416,647778,0
36,99547,664,798093,1
49,196000,489,38834,0
42,14176,505,561988,0
25,59971,565,262604,0
36,143526,384,121605,0
41,51925,728,33748,1
44,43557,713,131033,1
37,138781,340,992352,0
41,117351,499,507238,0
60,112827,359,305713,0
22,171324,405,933587,0
26,28317,772,767627,0
50,30567,744,126094,1
47,172047,581,197636,0
56,16752,789,359976,0
25,125624,850,99929,1
27,122838,516,712744,0
53,20639,514,351221,0
41,181411,690,10450,1
59,94766,679,687311,1
62,192371,527,367622,0
58,109016,643,399801,0
36,40124,592,474757,0
30,154010,398,822729,0
46,134139,524,437818,0
57,59842,548,321926,0
61,102804,558,211151,0
29,142749,389,784898,0
47,11320,797,762725,0
22,131965,525,527359,0
37,137411,805,304791,1
24,107531,824,971509,1
36,44347,321,261207,0
32,119264,775,744112,1
43,116778,823,350180,1
28,168464,811,454374,1
52,93904,569,526433,0
56,123243,735,843833,1
57,160787,524,330250,0
56,103652,443,514108,0
60,165379,610,719378,0
36,194179,303,109357,0
54,133871,719,589105,1
34,168510,838,98969,1
32,102896,707,13705,1
23,151961,417,573325,0
57,50033,673,513666,1
38,175761,445,884452,0
55,101830,692,397785,1
53,91007,334,142328,0
44,29636,341,950093,0
40,120286,393,367871,0
58,138743,615,669927,0
53,177807,441,436526,0
57,136712,537,141626,0
61,179635,653,734167,1
62,52502,655,5373,1
23,165311,684,172094,1
53,52240,519,784524,0
54,138678,402,478756,0
54,126811,814,14870,1
45,167812,566,144840,0
55,26787,561,558177,0
29,132021,536,142671,0
28,96737,503,945415,0
46,117162,751,296300,1
44,163878,364,151606,0
65,144121,428,439835,0
61,121914,482,102445,0
47,45878,551,892765,0
60,52372,358,532869,0
21,143202,383,694509,0
31,69562,632,348724,0
36,106081,657,676491,1
38,171785,825,472791,1
62,152326,608,446270,0
44,38071,364,19506,0
28,74615,380,11860,0
53,85513,738,850995,1
61,57411,318,698144,0
37,41917,480,808511,0
32,86572,420,831394,0
57,51926,806,999871,1
25,186303,341,608699,0
27,38078,760,890692,1
46,32350,749,730517,1
49,141522,412,134040,0
45,128106,798,857677,1
21,104124,829,812471,1
61,130808,434,39459,0
39,116739,599,998814,0
57,122615,595,952788,0
40,192068,553,878097,0
23,58659,645,178763,0
54,104002,717,806749,1
34,182639,792,81074,1
52,80372,315,43269,0
40,167140,825,528056,1
22,87744,300,246036,0
61,20023,397,420813,0
24,99849,492,449302,0
52,106495,336,790199,0
23,73535,309,907878,0
21,79370,812,327096,1
53,173583,571,864210,0
28,78856,460,346058,0
56,124507,438,524860,0
26,89675,842,683547,1
25,141176,419,40266,0
64,11629,372,582647,0
25,65393,633,969833,0
60,192664,399,601031,0
64,134935,423,285445,0
44,197183,689,148260,1
43,66840,678,967541,1
25,62277,654,620073,1
59,61648,706,507741,1
55,65149,458,263345,0
39,149429,391,975385,0
44,138667,597,34107,0
52,89660,492,824659,0
49,47399,743,104989,1
46,35895,635,569662,0
43,145005,672,212032,1
41,195420,751,590606,1
45,112306,537,485255,0
58,15101,692,149897,0
52,166436,428,849304,0
36,175256,372,561399,0
38,132212,533,167998,0
29,34392,848,308963,1
29,122298,599,375355,0
50,131809,600,993149,0
33,67595,693,166763,1
45,142314,757,820550,1
30,33199,805,407008,1
27,185580,490,573861,0
52,114375,372,380093,0
51,148055,370,842142,0
36,192478,671,290156,1
42,107223,492,720710,0
30,11331,464,989652,0
55,139222,596,156633,0
39,199193,501,790234,0
60,162163,446,625378,0
38,174300,828,804302,1
38,134191,384,694429,0
36,125336,699,994914,1
40,63903,425,451775,0
60,60887,545,571399,0
46,38468,494,446152,0
64,101357,746,143761,1
24,179743,786,269563,1
55,58676,710,232881,1
57,159053,506,990203,0
41,179503,842,439209,1
60,54219,795,280207,1
44,22612,422,372788,0
61,24092,850,855069,0
39,97216,699,499096,1
52,81885,621,672462,0
41,183698,443,763390,0
46,64031,711,880407,1
56,169189,696,819837,1
47,165672,491,596919,0
47,102245,799,892315,1
31,148910,779,490463,1
50,12207,391,803094,0
24,163948,740,745570,1
36,67423,816,458588,1
50,175463,655,65814,1
51,86495,815,604143,1
44,10032,482,688352,0
32,117753,436,294489,0
51,45727,642,359887,0
42,136078,300,319439,0
48,39984,708,613213,1
21,11973,727,282001,0
39,169842,833,385627,1
52,64872,333,131217,0
39,90444,473,271699,0
64,157515,619,928774,0
51,83365,596,435828,0
47,64329,367,964364,0
25,40135,648,659429,0
25,162086,802,586380,1
63,33981,589,314974,0
37,197926,739,233941,1
44,82622,317,788454,0
32,169797,709,320096,1
26,190391,303,66239,0
47,81091,821,625120,1
52,100971,317,688939,0
22,154104,319,127035,0
49,119837,609,531708,0
28,187597,391,575027,0
31,194723,742,119859,1
48,40187,654,884438,1
38,126488,634,192501,0
44,131627,583,34554,0
58,137769,367,855253,0
42,91566,323,643791,0
24,132987,385,814222,0
41,112296,384,617610,0
28,83124,438,275211,0
64,172219,792,77449,1
40,106851,421,464398,0
55,88696,521,629208,0
47,82045,372,252269,0
42,20886,392,877257,0
40,135400,529,598287,0
37,26218,568,297855,0
64,50514,379,300998,0
40,59856,777,985751,1
23,114623,309,337252,0
57,127854,409,731064,0
64,65358,334,132285,0
27,187448,796,63960,1
64,89226,354,368080,0
55,59213,602,393797,0
37,156144,635,321307,0
34,170956,728,689633,1
41,80068,457,346369,0
46,23003,624,464350,0
55,22253,374,397122,0
40,169756,392,504925,0
