StudyHours,SleepHours,Attendance(%),Age,ExamScore
3.44,6.79,100,21,68.63
4.01,8.15,87,20,70.03
3.8,5.59,72,18,68.06
5.81,7.88,64,15,66.93
7.38,7.84,99,20,91.14
0.73,6.57,87,22,51.28
2.24,7.74,60,17,50.36
4.49,6.95,93,15,80.44
2.75,9.62,88,23,74.32
0.0,7.38,73,16,39.54
2.61,4.0,81,18,52.9
5.47,5.17,83,18,75.12
0.21,7.0,100,24,56.49
3.44,4.74,76,17,44.81
0.0,6.76,76,16,46.51
4.74,8.28,74,24,65.36
3.48,8.26,95,20,78.71
1.86,8.1,76,15,69.3
2.16,4.28,64,22,46.28
0.0,8.27,66,16,39.12
5.02,7.35,84,16,75.66
1.4,10.0,66,18,57.9
4.0,6.21,95,21,75.11
1.08,8.11,87,21,64.91
7.4,6.12,94,21,91.32
6.12,6.0,96,21,83.44
7.15,8.11,76,15,81.53
7.38,4.74,71,15,82.46
1.73,5.43,85,15,66.56
1.23,7.27,95,15,50.04
7.05,6.25,72,17,70.97
2.72,7.37,96,18,57.12
4.67,7.26,67,15,69.4
1.76,6.63,54,21,40.14
1.79,4.0,96,15,51.97
4.66,7.24,83,20,75.92
0.0,8.27,78,22,44.62
4.57,7.69,55,16,64.18
4.05,4.27,74,16,60.91
1.94,6.06,69,19,52.23
3.05,8.27,51,16,56.69
3.36,9.04,60,16,59.57
3.47,6.99,60,19,48.98
4.38,4.45,54,15,54.47
1.37,5.85,99,24,64.21
8.4,5.8,99,19,92.62
2.59,7.18,83,24,64.61
2.74,6.99,87,16,66.15
6.89,6.25,64,16,66.56
0.0,4.06,58,17,31.53
6.87,5.35,87,20,67.73
3.19,7.5,97,17,78.78
1.94,6.49,88,17,60.62
0.76,6.55,53,15,31.98
0.46,5.12,97,19,52.98
2.32,8.89,63,18,55.24
3.56,4.0,67,20,61.55
4.24,9.35,75,15,68.14
3.53,7.65,52,24,62.35
1.98,6.11,65,16,51.94
5.68,6.47,62,21,62.92
8.35,6.68,74,22,87.22
5.99,7.86,87,16,77.56
2.28,6.76,95,20,61.16
4.0,9.03,77,20,70.21
4.13,5.15,88,23,58.83
6.21,8.09,78,16,75.11
2.32,8.3,86,18,68.62
1.07,5.45,68,22,47.18
5.27,7.33,53,24,57.85
3.81,7.03,90,21,64.81
0.78,7.72,61,15,51.75
4.41,7.28,95,21,82.92
6.68,6.82,51,16,69.92
1.61,6.69,58,23,47.41
1.22,6.8,74,19,42.95
3.06,5.88,83,22,63.57
4.36,5.98,82,21,62.43
2.85,6.64,73,18,53.67
5.27,8.05,89,16,84.2
3.52,5.72,57,24,52.48
5.02,7.9,65,19,65.61
1.56,4.0,67,24,42.32
0.54,5.87,56,24,33.75
2.32,7.68,95,15,65.44
0.31,9.11,92,24,54.38
3.82,7.81,66,22,58.48
0.0,6.12,60,18,32.71
2.09,8.8,53,15,50.16
2.43,7.44,92,22,61.61
0.91,6.7,80,15,42.87
2.39,6.66,84,15,60.87
3.01,7.6,54,23,52.36
5.54,7.66,86,15,85.95
0.92,5.21,90,16,55.63
3.71,6.46,56,19,58.92
4.11,6.72,78,23,67.29
2.96,6.07,56,22,56.61
2.0,8.9,98,23,73.16
0.72,7.93,84,22,43.36
6.8,5.37,61,22,60.15
3.15,9.09,68,16,58.66
2.37,8.14,90,16,68.41
7.24,5.85,77,16,79.23
3.44,5.55,62,17,47.21
8.09,6.71,64,18,80.35
0.17,4.82,62,17,31.21
2.53,8.7,74,24,55.54
0.26,6.18,54,23,42.59
2.76,8.01,74,21,62.8
2.75,6.81,59,16,51.57
2.08,6.26,93,21,63.34
3.11,7.48,74,20,59.2
2.18,7.21,97,24,60.5
2.78,6.56,61,22,54.0
1.49,6.75,82,22,57.8
5.89,8.19,50,17,70.71
0.78,5.73,84,15,53.07
3.42,9.83,66,15,65.29
0.61,7.24,67,23,40.43
1.33,7.01,58,19,40.19
1.54,7.58,68,19,51.75
2.74,6.65,76,20,58.0
3.35,5.6,73,23,58.68
0.79,7.66,56,21,35.68
2.17,7.01,60,15,45.99
1.02,8.03,84,15,48.11
0.93,7.06,91,15,51.38
5.27,5.98,93,19,70.88
0.22,6.55,82,22,46.4
3.15,8.16,89,22,65.67
6.4,6.53,79,17,68.96
5.41,8.66,65,22,71.75
3.85,6.08,64,21,44.56
2.97,6.88,82,18,67.32
4.47,9.13,73,17,76.02
3.74,7.51,93,17,71.05
5.85,9.1,100,19,82.97
2.73,8.68,86,20,56.59
5.0,4.0,95,23,75.55
2.35,5.97,56,24,51.09
6.79,9.77,53,18,72.31
2.68,5.98,65,15,48.86
0.0,7.64,74,15,57.25
3.16,8.58,55,15,54.27
4.53,9.16,98,21,70.59
6.26,6.39,82,22,70.18
1.01,8.15,63,23,42.18
0.0,8.36,94,23,46.33
3.99,5.28,66,22,53.33
3.93,8.51,86,21,83.88
0.18,8.49,92,21,56.48
2.34,7.17,79,19,62.69
2.43,8.23,54,21,51.79
4.65,8.8,86,23,68.83
2.17,6.11,72,22,55.49
2.13,8.91,55,19,48.2
3.23,10.0,52,20,59.5
0.24,10.0,83,15,55.93
6.8,6.89,87,20,88.8
4.87,8.8,57,22,73.69
1.6,6.93,76,18,48.7
0.76,5.26,72,16,43.88
0.92,6.94,98,21,63.98
4.17,7.58,86,18,74.17
0.98,6.65,89,19,51.92
2.5,5.59,59,19,51.71
0.0,7.81,80,15,50.62
4.08,10.0,97,23,80.27
4.16,6.61,76,21,62.83
2.63,7.43,72,15,66.69
3.39,7.03,52,21,52.1
4.59,8.18,83,19,71.43
3.33,7.04,75,21,58.64
4.56,7.48,61,22,59.06
0.66,8.67,69,18,53.48
3.76,8.77,67,20,58.56
3.39,9.77,71,18,66.99
5.4,6.59,71,17,67.79
3.06,6.15,82,20,59.96
2.81,4.11,93,21,58.69
1.89,6.63,77,20,52.33
5.98,6.08,62,23,65.87
0.0,7.3,68,22,44.51
4.02,6.74,84,16,72.21
2.96,4.0,76,15,54.32
2.63,4.67,54,15,46.81
2.34,5.85,51,21,38.74
2.89,6.62,61,15,48.94
3.96,10.0,63,21,63.01
1.41,7.03,76,19,50.18
3.27,7.1,66,15,53.07
3.7,6.35,51,24,54.86
1.09,5.92,69,16,39.18
4.01,7.96,96,22,72.24
3.72,8.78,80,21,70.1
1.4,10.0,58,22,52.75
0.62,7.86,74,24,53.1
1.38,6.41,76,17,53.6
3.27,7.48,86,23,58.78
2.85,8.31,98,19,76.39
5.79,8.11,65,21,65.84
2.27,7.31,56,15,47.88
1.22,7.48,73,17,54.11
4.31,7.69,71,21,76.9
1.04,5.92,53,22,38.35
1.42,4.0,61,21,45.03
1.44,7.1,73,24,49.95
0.0,8.23,73,16,47.24
4.13,4.84,78,15,64.08
4.88,6.0,70,17,63.85
4.83,4.0,89,22,70.62
6.77,6.04,68,15,76.58
6.01,4.83,79,18,64.97
2.33,4.0,81,15,44.75
5.22,5.58,82,16,81.84
2.8,6.25,70,21,57.82
2.15,6.38,81,24,54.19
1.49,6.27,87,23,49.74
2.46,6.82,68,21,43.57
3.66,9.53,63,20,58.82
6.16,6.1,61,21,62.22
4.46,9.22,62,15,70.51
1.46,9.5,54,23,52.25
0.91,6.38,71,20,44.68
4.14,5.07,94,24,75.94
4.8,7.57,66,24,61.45
5.45,9.39,86,15,76.39
2.46,4.0,94,24,60.44
3.94,6.6,92,18,68.23
4.71,7.21,73,15,63.21
0.3,9.58,60,20,42.98
3.56,4.28,97,24,73.25
4.81,7.58,64,24,66.93
4.02,8.08,88,19,67.0
2.84,5.72,97,18,60.45
8.22,7.38,60,24,86.69
6.86,7.48,77,23,80.4
3.02,8.81,97,16,68.74
2.62,8.98,82,16,59.2
4.4,7.5,65,24,56.63
2.88,7.29,86,24,64.21
5.54,5.08,63,24,61.12
0.47,7.1,95,17,42.25
2.52,7.09,62,19,56.54
4.37,5.7,90,20,63.21
5.01,8.29,76,22,67.86
0.04,7.52,92,21,44.59
1.09,7.42,61,20,40.61
0.0,7.81,50,19,27.9
1.25,5.67,58,16,45.37
0.45,4.8,67,16,38.72
4.08,7.87,94,22,70.28
3.46,4.78,64,17,48.17
2.69,10.0,51,22,57.2
3.05,6.83,78,24,61.63
5.39,6.69,81,21,69.47
0.92,8.36,98,20,51.28
0.0,7.49,82,20,51.05
4.42,9.61,87,18,75.87
2.22,8.48,81,22,67.71
0.96,7.14,58,16,45.72
4.11,6.22,89,18,63.53
0.0,8.87,76,16,41.07
1.28,5.31,65,19,36.09
0.0,6.88,50,21,32.34
3.52,6.9,72,23,64.63
6.15,6.43,69,24,71.65
1.85,10.0,79,17,60.29
1.42,9.52,55,20,47.08
6.57,8.31,82,16,85.4
4.25,10.0,93,19,73.07
7.76,8.82,90,18,93.45
3.32,7.41,93,22,70.0
3.45,6.44,88,23,73.88
5.89,5.42,52,19,63.51
2.7,5.93,61,21,50.01
3.49,7.12,90,18,75.33
0.0,5.17,70,24,45.7
6.48,4.69,80,22,67.36
3.78,8.7,54,18,61.76
2.79,4.87,70,19,48.64
4.81,6.92,61,23,56.99
0.64,8.32,91,22,55.36
1.9,6.89,80,21,58.97
4.11,5.67,84,16,64.39
3.09,8.28,74,15,53.51
3.89,5.47,53,19,50.62
3.5,8.58,77,24,60.84
4.26,6.47,80,24,64.3
0.36,7.91,93,17,57.32
5.56,7.4,88,24,76.8
2.03,8.94,56,17,60.63
3.12,6.24,97,18,69.26
1.8,7.9,75,16,53.59
2.43,5.83,74,23,54.46
3.46,5.32,82,19,56.18
4.47,7.46,76,17,62.37
4.8,8.15,66,16,70.79
3.87,7.92,58,19,54.7
1.81,7.71,69,21,52.31
3.74,7.03,70,18,56.52
3.48,8.7,90,23,77.95
3.12,5.87,89,17,54.91
4.07,5.51,95,21,64.52
0.45,7.83,58,22,48.96
0.0,6.16,62,22,37.23
5.38,5.66,53,24,67.26
2.74,7.96,75,18,59.29
3.83,8.49,73,22,55.33
1.26,7.23,51,15,28.73
5.52,4.48,80,17,77.83
3.7,10.0,85,24,69.67
2.64,8.55,51,19,45.97
3.57,4.0,83,17,59.68
0.0,4.49,91,15,43.39
3.75,7.33,73,18,67.4
5.97,7.79,56,19,80.54
3.63,5.97,72,16,56.81
3.37,7.2,96,17,67.61
2.37,8.1,69,16,42.33
5.17,8.01,95,23,88.17
5.46,5.52,92,21,75.09
2.14,10.0,86,21,58.32
3.72,9.42,58,19,56.45
3.46,8.35,82,23,71.44
3.8,5.61,100,19,61.28
1.45,8.75,71,22,48.29
5.29,5.65,84,22,66.65
4.13,8.07,52,19,53.35
5.4,7.54,85,22,72.17
0.77,8.24,74,17,53.94
0.89,6.37,65,21,46.28
7.12,9.01,100,19,97.51
5.29,7.49,57,23,61.46
1.37,5.88,67,18,32.74
4.74,8.06,74,15,80.86
2.07,7.62,87,23,52.55
0.0,8.32,83,19,55.35
0.0,6.14,70,19,38.66
2.96,6.61,85,23,60.36
6.12,7.32,66,15,73.59
6.04,6.11,95,20,73.27
5.52,5.93,58,19,66.83
4.66,5.08,58,22,52.19
3.63,7.01,76,16,62.5
5.3,6.04,75,16,68.98
0.0,6.01,67,15,41.24
4.98,6.11,94,20,75.02
0.76,4.88,96,16,48.95
1.17,6.16,91,23,59.24
4.39,7.26,66,19,66.42
4.86,6.03,63,17,64.5
1.78,4.81,66,19,40.46
4.29,8.39,81,17,63.28
4.13,6.57,68,23,56.89
2.38,6.78,61,17,53.86
3.31,5.64,85,17,58.14
7.16,5.67,74,18,78.74
2.44,7.18,68,16,48.89
2.51,4.0,65,20,47.13
3.3,4.18,80,18,50.5
2.63,7.66,87,15,61.32
4.58,7.48,72,20,65.93
5.94,5.63,97,22,85.58
2.51,6.44,69,16,51.02
1.29,6.07,84,21,54.94
6.95,5.02,84,15,85.44
3.24,6.59,99,22,59.03
0.0,6.5,85,15,41.98
6.72,8.61,97,23,84.27
5.25,5.13,74,19,61.03
6.2,10.0,89,19,85.74
5.87,5.29,76,19,83.46
8.29,7.75,99,24,94.36
0.93,7.07,55,18,48.48
1.41,10.0,53,22,42.92
2.02,8.17,100,17,60.02
1.96,8.0,69,15,51.03
3.25,8.88,58,22,62.54
2.02,6.77,50,22,37.3
0.62,6.23,70,16,49.94
1.25,7.82,88,23,48.14
2.41,6.41,73,19,58.13
5.29,6.81,52,21,61.12
1.85,8.42,67,24,54.77
4.62,4.93,69,24,57.44
0.36,7.1,96,16,58.02
0.0,6.75,92,23,53.35
2.73,6.54,83,15,60.92
1.78,7.77,95,17,62.91
1.24,4.73,94,15,55.61
1.0,5.72,99,22,46.27
1.58,6.3,72,15,45.95
1.03,5.0,80,18,44.11
1.21,8.75,62,15,49.6
0.28,6.02,76,24,51.97
0.0,9.99,76,22,49.0
0.0,6.27,91,21,49.25
7.92,5.8,84,17,88.52
2.87,8.21,90,18,65.23
6.05,5.64,99,22,87.92
2.64,4.0,71,16,42.5
2.71,7.77,83,16,63.81
3.61,9.6,79,19,75.45
4.28,4.54,93,15,69.52
0.51,7.63,58,17,50.9
2.24,8.65,80,17,67.9
3.61,7.21,66,19,57.76
0.0,8.94,65,23,44.92
5.59,6.74,85,17,75.5
5.13,5.76,91,24,65.21
0.0,5.66,87,20,43.47
1.24,7.72,51,16,45.7
3.21,6.68,81,20,71.02
4.68,6.43,86,17,75.36
6.05,8.22,84,18,83.63
1.73,8.88,100,19,67.72
7.68,6.59,59,16,83.68
2.9,5.35,54,15,61.22
2.55,8.72,89,24,61.5
4.12,9.81,93,21,85.08
3.62,5.17,57,23,55.36
3.51,6.15,98,24,72.72
6.99,9.88,57,16,82.84
3.49,6.64,89,23,65.49
1.03,10.0,74,16,54.74
1.32,6.78,71,21,47.01
5.95,7.58,61,15,80.07
4.37,5.07,66,18,62.86
0.0,4.0,88,19,34.91
0.0,6.63,85,23,54.01
3.05,7.34,64,17,51.51
4.23,7.98,79,22,57.23
1.64,9.2,67,18,57.08
0.0,6.49,76,16,48.38
0.75,7.51,60,21,44.15
6.29,6.91,86,24,80.5
3.99,5.71,52,22,47.63
5.0,7.3,80,21,73.89
5.33,9.74,86,17,80.21
1.75,8.37,74,22,52.72
2.25,7.7,55,19,45.77
2.66,6.02,84,20,62.02
3.83,6.28,55,22,49.78
5.18,7.3,64,24,65.1
6.74,7.85,84,16,83.32
4.63,6.79,61,20,58.55
4.64,7.0,56,21,62.71
6.85,5.33,92,18,80.42
2.59,6.54,71,19,54.76
5.38,7.33,91,18,70.06
4.16,7.33,77,18,66.5
4.23,8.98,61,24,53.18
2.57,5.7,90,19,60.76
0.21,6.63,66,24,38.61
3.69,9.74,60,18,60.43
3.7,5.18,94,15,69.02
1.85,6.7,91,15,57.06
2.81,9.45,66,22,51.44
1.24,9.59,73,17,52.15
1.25,6.97,65,17,38.35
2.04,5.67,65,20,48.16
0.34,6.63,98,23,57.41
1.83,7.08,89,18,50.66
4.43,6.98,71,18,66.85
5.91,9.19,73,23,71.52
7.15,6.06,92,22,81.58
2.2,7.74,54,22,45.87
5.4,7.01,78,21,78.11
3.67,7.23,80,21,61.67
2.53,7.39,75,24,59.17
3.8,6.21,93,23,75.44
5.2,8.51,63,20,70.8
2.0,7.89,60,23,50.09
1.96,7.88,82,24,57.94
2.18,5.83,58,16,41.75
1.75,9.48,97,16,69.4
5.4,7.35,70,16,69.64
1.47,6.45,78,19,52.15
1.82,5.66,84,19,55.07
3.62,6.07,98,24,67.52
3.46,6.76,93,24,82.95
2.18,4.0,52,15,40.86
6.37,9.5,76,17,77.57
1.74,8.04,99,18,60.01
2.66,8.85,77,21,62.0
0.0,6.82,95,16,54.11
2.39,8.66,73,19,59.89
0.35,8.08,50,15,39.81
1.17,7.53,79,21,54.1
0.0,6.55,74,15,43.02
1.21,7.78,93,16,59.47
2.85,7.98,66,21,58.26
2.51,8.11,57,17,52.42
2.17,6.8,90,24,65.83
2.35,6.34,65,19,59.71
1.99,7.18,96,17,64.16
2.93,7.49,90,17,63.87
2.78,8.41,58,15,57.8
3.55,5.47,79,18,58.22
2.6,5.22,96,16,59.23
2.13,6.71,85,17,54.68
4.56,6.68,76,23,64.0
4.21,6.72,51,18,52.26
2.94,10.0,65,24,68.34
5.39,9.42,95,21,83.87
3.17,7.96,68,24,63.68
2.68,6.11,85,22,57.56
2.86,8.03,88,21,70.96
3.33,6.47,92,22,61.05
1.17,7.35,99,21,68.59
0.0,7.02,51,17,39.27
3.56,5.99,66,16,51.99
4.67,4.25,66,17,57.17
1.0,4.57,63,16,33.78
5.15,7.98,71,17,60.79
0.0,7.22,90,16,49.64
1.88,8.48,100,19,70.95
6.41,7.9,68,24,67.14
3.71,9.99,67,15,59.23
2.4,7.3,78,24,48.57
3.5,6.83,60,22,59.37
5.39,5.46,77,22,76.36
0.11,7.28,52,18,36.16
5.64,7.7,73,24,73.96
2.02,6.65,95,18,61.49
4.42,7.61,76,18,65.93
1.77,7.19,57,15,47.23
6.37,9.15,72,20,76.71
2.94,7.05,70,18,57.19
0.34,7.04,63,22,44.11
3.94,7.66,88,20,76.13
5.6,9.64,91,17,77.32
5.38,7.05,69,15,64.42
3.19,6.23,93,15,61.83
4.62,7.43,89,17,69.81
2.16,6.64,64,21,49.83
4.18,5.1,100,15,73.58
3.73,8.1,55,18,57.98
0.0,4.58,57,21,29.34
1.0,5.57,96,21,54.22
3.42,6.3,64,16,50.54
3.33,8.42,61,16,62.77
2.94,7.74,82,17,57.85
3.18,9.22,59,20,60.41
5.42,7.73,86,19,75.25
3.71,6.69,85,22,56.67
0.0,4.57,50,20,35.84
6.9,6.52,90,15,85.27
0.0,7.97,50,16,32.94
4.92,5.18,92,21,65.09
0.0,7.74,74,23,50.47
5.85,7.25,91,23,72.54
2.44,6.81,96,21,61.27
3.77,6.77,100,22,71.89
0.0,6.22,65,22,42.08
4.46,5.03,92,15,72.02
3.83,4.0,77,21,56.91
4.23,8.7,64,21,69.07
4.9,7.35,65,17,63.16
3.36,7.81,65,23,52.04
2.58,7.63,87,24,64.16
1.38,7.55,58,23,40.59
2.11,10.0,70,20,64.5
5.41,7.55,61,16,59.95
1.32,8.65,79,19,58.35
0.0,5.85,59,21,29.5
1.02,7.64,70,23,56.48
4.21,10.0,79,22,70.27
2.39,7.69,85,21,60.82
4.21,6.53,91,18,81.0
0.0,6.99,93,23,52.22
0.0,4.3,64,19,28.86
3.53,5.69,91,24,70.68
5.01,7.85,77,15,73.84
0.0,7.94,95,21,60.51
4.05,7.68,84,21,64.12
5.38,5.96,66,24,67.65
2.99,7.35,79,18,62.75
4.8,9.13,68,17,64.68
3.38,4.58,74,16,57.66
2.47,6.62,97,21,66.9
4.64,6.42,94,19,74.29
6.83,7.45,50,15,61.75
1.88,5.42,58,23,36.06
2.82,5.68,100,21,65.95
1.02,7.86,91,20,58.82
3.31,6.35,60,20,45.69
2.69,8.1,60,20,55.62
5.32,7.58,69,17,66.74
5.84,8.32,57,24,71.5
4.58,5.49,81,17,62.2
5.09,9.07,80,16,70.82
1.59,7.51,69,20,57.3
1.09,8.47,54,24,50.17
3.87,4.91,76,15,59.15
3.04,6.78,61,24,52.58
7.0,7.07,80,20,85.21
0.0,7.71,88,16,45.79
4.24,8.89,86,23,80.71
4.21,6.5,78,24,66.69
1.48,4.88,66,20,49.49
1.06,4.03,89,19,40.8
2.32,6.54,72,23,59.45
0.0,8.04,82,17,50.77
5.91,7.74,88,23,81.9
8.4,6.97,88,18,88.2
2.32,8.08,100,20,69.17
1.72,9.73,53,18,44.85
0.38,9.72,82,21,57.51
0.81,8.91,56,16,51.18
1.82,8.1,58,21,54.91
5.42,6.06,58,23,67.98
9.39,9.98,54,22,95.19
1.55,8.84,62,16,54.87
1.2,7.32,73,20,47.36
0.66,5.4,82,20,46.43
3.9,8.1,57,18,61.39
3.69,8.41,67,22,55.26
3.2,7.09,77,15,56.29
2.11,4.79,62,21,43.8
5.72,6.33,60,17,64.86
4.53,7.65,68,22,71.46
4.44,8.84,81,21,73.91
3.74,7.07,79,24,70.56
2.62,5.9,85,15,61.03
1.57,4.0,69,15,39.68
4.04,9.94,54,23,56.56
3.85,7.05,88,17,73.03
4.13,5.91,52,17,48.0
0.0,4.24,95,19,46.91
3.68,6.27,78,23,59.78
2.38,9.32,83,20,70.77
1.24,5.14,95,19,59.01
4.46,8.35,86,16,71.97
3.35,5.62,67,21,54.99
7.71,7.07,99,18,87.52
3.97,8.37,55,21,59.38
2.41,5.07,75,15,53.46
2.78,8.32,68,21,64.75
0.66,7.48,88,15,49.57
5.46,7.47,76,21,76.26
3.63,6.93,83,19,65.83
3.66,7.93,83,21,69.68
0.87,6.76,71,21,47.21
4.56,4.72,81,23,58.35
1.13,6.86,98,23,56.42
1.89,9.86,98,21,64.33
3.25,6.75,88,23,60.85
1.84,6.83,68,15,44.0
1.42,5.21,76,24,44.57
2.9,10.0,73,19,59.3
5.02,4.35,96,15,78.58
4.79,6.86,79,20,70.44
4.41,6.22,52,23,57.72
3.97,6.32,56,19,56.02
2.05,5.67,92,20,54.34
5.24,7.02,65,18,72.5
0.0,5.83,92,17,42.01
3.87,5.39,86,20,59.79
4.68,4.0,68,19,61.56
2.82,5.34,76,24,50.98
1.56,7.41,67,21,48.1
2.93,9.12,95,23,56.63
1.48,5.69,77,20,47.93
4.03,7.93,69,19,67.41
4.89,6.71,63,22,61.47
3.89,6.17,51,18,46.1
3.77,6.44,80,18,58.5
4.52,5.53,68,16,53.77
4.75,5.73,70,19,66.68
1.44,6.17,90,18,51.12
0.0,6.99,62,22,43.04
3.56,5.26,76,19,63.68
4.85,7.19,54,22,59.81
0.0,6.01,61,15,28.46
3.14,7.62,52,15,55.8
5.26,8.44,63,24,64.48
2.77,7.33,77,19,57.87
6.04,4.0,98,17,82.31
5.67,6.18,69,17,65.65
2.63,6.1,52,22,53.99
2.26,6.92,89,15,64.31
2.3,6.2,99,24,56.55
3.27,6.77,55,24,51.95
0.65,6.96,75,21,48.31
0.28,8.22,74,24,49.29
0.0,6.32,97,18,51.55
2.96,4.0,68,21,52.36
7.08,8.02,52,20,79.27
0.0,7.07,99,15,56.13
2.63,5.85,91,22,59.37
2.57,5.55,74,17,51.98
2.7,7.16,81,24,64.16
5.51,6.33,78,24,67.71
1.22,9.81,74,15,57.86
0.0,8.32,61,24,32.72
1.93,7.32,81,19,56.22
1.66,8.51,89,21,57.92
0.0,7.24,92,18,54.31
3.49,6.17,81,20,69.61
0.63,5.42,84,16,49.72
2.83,8.6,55,22,54.0
2.27,5.99,94,23,65.43
0.85,8.65,71,19,45.41
4.78,8.04,67,16,68.29
2.44,7.4,66,22,53.64
3.11,7.69,81,20,64.27
4.17,6.37,56,20,65.97
3.58,6.96,51,20,50.38
3.29,6.59,55,16,51.71
1.35,7.01,61,16,50.08
0.78,5.5,90,17,45.55
3.32,7.7,97,23,72.32
1.08,8.74,64,24,47.54
4.59,7.23,63,17,63.8
2.74,9.27,86,24,56.4
4.3,8.75,84,22,72.0
1.03,9.27,57,17,46.79
0.72,6.45,63,21,42.49
6.36,5.28,65,16,73.91
2.7,8.64,94,23,76.07
4.83,8.58,62,19,68.79
0.18,7.41,56,21,36.2
2.43,4.96,79,23,57.29
5.6,7.32,73,18,73.42
0.0,6.5,74,20,47.42
7.55,8.37,61,24,82.68
3.41,8.14,97,17,74.6
1.36,6.44,89,24,47.83
3.7,5.85,59,20,41.07
5.22,5.64,70,17,70.36
1.35,6.23,90,19,49.41
1.64,7.13,77,24,55.57
3.5,6.68,57,20,49.77
3.93,4.45,98,24,68.37
2.6,9.09,55,20,59.92
3.8,4.9,100,18,72.83
4.71,5.6,100,24,79.47
3.35,6.48,75,20,59.16
1.62,5.99,52,20,41.66
2.96,6.56,92,18,60.7
6.51,7.07,100,21,80.85
3.67,6.83,91,21,62.51
5.48,5.2,54,24,58.37
1.97,6.25,51,21,38.03
3.53,6.27,62,24,50.24
4.59,5.13,99,20,75.65
6.0,4.76,82,22,75.32
5.46,6.12,55,24,58.29
0.76,6.41,78,24,50.89
5.3,10.0,66,17,65.47
6.37,8.22,98,16,82.87
1.85,8.3,76,18,53.0
1.21,6.42,71,23,43.77
2.95,10.0,75,22,63.57
3.36,7.61,94,24,71.01
2.3,7.74,99,22,67.57
0.63,7.62,59,22,37.91
5.94,8.36,79,23,73.1
1.28,7.4,65,20,39.8
1.99,7.37,54,24,47.26
3.22,8.48,55,15,61.0
0.06,6.9,67,21,40.31
0.0,4.0,87,20,38.98
2.14,7.42,55,20,50.2
4.65,4.0,50,21,53.59
3.38,6.48,82,20,61.7
0.0,7.53,79,20,45.42
5.78,7.49,91,22,83.93
4.59,6.09,53,16,55.05
3.38,4.44,80,19,44.02
3.33,5.25,76,22,64.55
4.35,4.0,51,22,46.99
7.65,4.88,83,21,89.6
4.76,5.73,68,19,58.32
3.59,6.74,74,15,64.11
0.55,7.83,86,18,58.8
3.33,6.37,90,15,71.35
4.55,7.43,83,18,71.31
2.77,6.75,69,20,52.68
1.95,10.0,92,16,66.69
4.11,4.87,90,15,66.01
1.02,10.0,98,18,56.36
4.74,5.79,67,15,59.97
2.13,7.89,67,23,54.8
0.0,5.89,59,18,41.21
2.09,6.03,73,16,56.55
2.89,7.18,72,16,62.07
4.1,5.37,69,16,61.76
3.87,6.8,80,21,66.69
0.42,7.31,73,16,39.26
3.24,4.0,65,24,39.55
1.93,5.14,97,21,54.24
2.28,5.78,86,19,56.28
1.0,10.0,66,17,47.65
2.9,5.66,60,19,44.16
9.26,7.32,67,17,85.99
6.71,8.54,70,23,78.57
1.0,6.17,78,18,37.66
3.13,5.92,55,17,46.89
2.37,7.38,69,16,56.31
3.28,5.7,90,24,67.39
4.83,8.03,70,20,70.97
2.74,8.39,70,15,62.18
1.58,7.27,92,23,61.7
5.31,8.56,55,18,67.6
0.53,8.31,64,24,56.88
3.38,5.66,79,17,68.09
0.03,4.0,83,22,44.01
0.95,4.0,53,24,37.93
4.49,7.91,76,24,69.7
1.64,5.89,80,16,56.79
0.0,6.64,76,18,38.8
1.55,8.57,60,20,47.06
1.34,6.35,67,18,43.22
0.48,6.48,53,23,32.83
4.1,6.46,62,22,56.0
0.0,5.81,98,24,52.14
1.82,6.27,98,20,68.3
3.27,8.83,57,15,61.08
2.31,5.59,66,23,42.23
2.19,7.52,86,15,61.79
1.55,8.15,67,23,51.72
0.56,8.76,63,23,47.61
1.73,9.42,85,15,55.92
4.32,6.68,79,15,65.73
2.13,7.86,100,21,67.85
3.33,7.45,100,24,65.48
5.23,9.05,88,18,79.69
4.2,6.96,69,24,60.78
0.45,9.23,100,19,57.07
3.9,8.26,70,19,57.51
5.1,6.37,51,23,62.9
1.84,5.62,90,20,54.01
0.0,6.37,64,24,35.5
2.12,6.55,85,19,67.5
3.38,5.22,98,24,71.09
4.18,7.1,57,19,67.94
1.96,6.86,71,16,48.08
0.0,4.82,64,17,36.06
0.45,4.69,84,20,36.08
3.72,7.69,68,15,57.09
6.98,7.55,90,22,84.81
2.96,6.22,76,16,49.27
5.63,5.68,72,23,70.8
0.89,8.19,93,19,55.53
1.7,5.68,94,22,52.55
0.0,8.1,52,16,36.9
3.74,9.19,63,15,63.29
1.21,8.37,98,23,64.91
4.2,5.09,75,17,57.27
2.0,5.75,62,24,40.51
7.04,6.27,90,24,78.74
6.59,7.13,77,20,69.68
0.0,7.24,93,23,45.08
4.18,5.46,64,17,60.62
1.51,8.47,89,17,51.64
4.29,7.92,84,21,64.1
0.31,6.79,71,24,37.14
5.88,6.31,50,24,62.13
5.06,7.5,68,17,69.26
0.17,6.63,61,23,36.84
2.64,7.1,84,15,62.28
3.32,7.31,57,15,48.8
4.44,5.76,82,18,69.58
2.98,10.0,62,23,58.12
4.57,6.09,67,16,62.68
2.86,6.11,66,22,50.82
4.22,5.34,64,16,60.97
0.26,6.67,95,21,57.35
2.95,9.23,66,24,56.53
